"player_name","player_year","player_Rk","player_Pk","player_Tm","player_College","player_Yrs","player_G","player_MP","player_PTS","player_TRB","player_AST","player_FG","player_FT","player_WS","player_WS48","player_BPM","player_selection6","player_VORP","player_P3"
"Martynas Andriuškevičius","2005 NBA Draft","44","44","ORL","","1","6","1.5","0.0","0.7","0.0",".000","","0.0",".155","5.2","0.0","0.0",""
"Lou Williams","2005 NBA Draft","45","45","PHI","","15","1001","24.9","14.5","2.3","3.5",".420",".840","63.5",".123","1.8","23.6","23.6",".349"
"Erazem Lorbek","2005 NBA Draft","46","46","IND","","","","","","","","","","","","","","",""
"Bracey Wright","2005 NBA Draft","47","47","MIN","Indiana","2","26","12.5","5.0","1.5","0.8",".405",".794","0.5",".068","-1.6","0.0","0.0",".324"
"Mickaël Gelabale","2005 NBA Draft","48","48","SEA","","3","145","16.2","4.6","2.3","0.8",".470",".815","3.0",".062","-2.1","0.0","0.0",".316"
"Andray Blatche","2005 NBA Draft","49","49","WAS","","9","564","22.1","10.1","5.4","1.4",".467",".725","19.2",".074","-0.8","3.8","3.8",".237"
"Ryan Gomes","2005 NBA Draft","50","50","BOS","Providence","8","487","27.6","10.1","4.6","1.5",".445",".799","19.4",".069","-1.6","1.4","1.4",".349"
"Robert Whaley","2005 NBA Draft","51","51","UTA","Walsh University","1","23","9.2","2.1","1.9","0.7",".404",".500","0.0",".004","-5.1","-0.2","-0.2",""
"Axel Hervelle","2005 NBA Draft","52","52","DEN","","","","","","","","","","","","","","",""
"Orien Greene","2005 NBA Draft","53","53","BOS","LA-Lafayette","4","131","11.9","2.5","1.5","1.2",".387",".642","-0.7","-.022","-4.6","-1.0","-1.0",".212"
"Dijon Thompson","2005 NBA Draft","54","54","NYK","UCLA","2","16","5.8","2.8","1.2","0.2",".425",".875","0.2",".102","-0.5","0.0","0.0",".308"
"Lawrence Roberts","2005 NBA Draft","55","55","SEA","Mississippi State","2","87","13.2","3.8","3.6","0.4",".452",".688","2.5",".106","-1.9","0.0","0.0",".000"
"Amir Johnson","2005 NBA Draft","56","56","DET","","14","870","21.1","7.0","5.4","1.2",".570",".673","55.3",".145","0.3","10.6","10.6",".332"
"Marcin Gortat","2005 NBA Draft","57","57","PHO","","12","806","25.7","9.9","7.9","1.1",".551",".680","61.3",".142","0.4","12.7","12.7",".150"
"Uroš Slokar","2005 NBA Draft","58","58","TOR","","1","20","3.6","1.9","0.7","0.1",".538",".692","0.1",".042","-5.6","-0.1","-0.1",".500"
"Cenk Akyol","2005 NBA Draft","59","59","ATL","","","","","","","","","","","","","","",""
"Alex Acker","2005 NBA Draft","60","60","DET","Pepperdine","2","30","7.8","2.7","1.0","0.5",".370",".500","-0.2","-.043","-5.3","-0.2","-0.2",".320"
"Andrea Bargnani","2006 NBA Draft","1","1","TOR","","10","550","28.7","14.3","4.6","1.2",".439",".824","18.9",".057","-1.6","1.5","1.5",".354"
"LaMarcus Aldridge","2006 NBA Draft","2","2","CHI","Texas","14","1003","34.4","19.5","8.3","2.0",".491",".811","111.4",".155","1.7","32.4","32.4",".312"
"Adam Morrison","2006 NBA Draft","3","3","CHA","Gonzaga","3","161","20.4","7.5","2.1","1.4",".373",".710","-1.4","-.021","-5.0","-2.4","-2.4",".331"
"Tyrus Thomas","2006 NBA Draft","4","4","POR","LSU","8","402","19.7","7.7","4.8","0.9",".438",".732","13.0",".078","-1.2","1.7","1.7",".235"
"Shelden Williams","2006 NBA Draft","5","5","ATL","Duke","6","361","15.5","4.5","4.3","0.5",".462",".740","9.9",".085","-3.0","-1.5","-1.5",".222"
"Brandon Roy","2006 NBA Draft","6","6","MIN","Washington","6","326","35.5","18.8","4.3","4.7",".459",".800","37.4",".155","3.6","16.3","16.3",".348"
"Randy Foye","2006 NBA Draft","7","7","BOS","Villanova","11","752","25.6","10.3","2.2","2.8",".401",".852","23.5",".058","-1.2","3.8","3.8",".366"
"Rudy Gay","2006 NBA Draft","8","8","HOU","UConn","14","946","33.1","17.1","5.9","2.2",".456",".799","57.0",".087","0.8","21.9","21.9",".347"
"Patrick O'Bryant","2006 NBA Draft","9","9","GSW","Bradley","4","90","5.8","2.1","1.4","0.3",".494",".583","0.5",".046","-4.6","-0.3","-0.3",".000"
"Mouhamed Sene","2006 NBA Draft","10","10","SEA","","3","47","5.5","2.2","1.6","0.0",".427",".589","0.3",".052","-5.1","-0.2","-0.2",""
"J.J. Redick","2006 NBA Draft","11","11","ORL","Duke","14","896","25.9","13.1","2.1","2.0",".448",".891","63.0",".130","0.8","16.3","16.3",".416"
"Hilton Armstrong","2006 NBA Draft","12","12","NOK","UConn","6","292","11.6","3.0","2.6","0.3",".501",".582","3.9",".055","-4.1","-1.8","-1.8",".286"
"Thabo Sefolosha","2006 NBA Draft","13","13","PHI","","14","869","21.9","5.7","3.7","1.4",".449",".732","39.3",".099","0.6","12.4","12.4",".349"
"Ronnie Brewer","2006 NBA Draft","14","14","UTA","Arkansas","8","502","23.0","7.8","2.8","1.6",".490",".675","30.4",".127","1.6","10.6","10.6",".254"
"Cedric Simmons","2006 NBA Draft","15","15","NOK","NC State","3","75","9.4","2.2","1.9","0.2",".409",".390","0.1",".005","-5.0","-0.5","-0.5",""
"Rodney Carney","2006 NBA Draft","16","16","CHI","Memphis","5","299","15.4","5.9","2.0","0.4",".422",".704","6.2",".064","-1.6","0.5","0.5",".338"
"Shawne Williams","2006 NBA Draft","17","17","IND","Memphis","7","314","17.1","5.6","3.0","0.7",".403",".755","6.7",".060","-2.2","-0.3","-0.3",".339"
"Oleksiy Pecherov","2006 NBA Draft","18","18","WAS","","3","111","9.4","3.9","2.4","0.2",".386",".793","0.5",".025","-4.8","-0.7","-0.7",".290"
"Quincy Douby","2006 NBA Draft","19","19","SAC","Rutgers University","3","143","10.7","4.1","1.1","0.7",".389",".884","0.0",".000","-3.5","-0.6","-0.6",".312"
"Renaldo Balkman","2006 NBA Draft","20","20","NYK","South Carolina","6","221","13.9","4.0","3.5","0.6",".510",".542","7.2",".113","0.1","1.6","1.6",".172"
"Rajon Rondo","2006 NBA Draft","21","21","PHO","Kentucky","14","873","31.0","10.2","4.7","8.3",".458",".606","59.8",".106","1.3","22.8","22.8",".316"
"Marcus Williams","2006 NBA Draft","22","22","NJN","UConn","4","203","15.2","5.6","1.8","2.8",".386",".767","0.0","-.001","-3.3","-1.0","-1.0",".321"
"Josh Boone","2006 NBA Draft","23","23","NJN","UConn","4","256","17.5","5.2","4.9","0.5",".544",".445","9.1",".097","-2.0","0.0","0.0",""
"Kyle Lowry","2006 NBA Draft","24","24","MEM","Villanova","14","914","31.6","14.7","4.3","6.2",".423",".809","94.1",".156","3.2","38.2","38.2",".366"
"Shannon Brown","2006 NBA Draft","25","25","CLE","Michigan State","9","408","18.0","7.6","1.9","1.1",".420",".807","9.2",".060","-1.5","1.0","1.0",".332"
"Jordan Farmar","2006 NBA Draft","26","26","LAL","UCLA","10","504","19.5","7.7","1.9","2.9",".423",".739","13.9",".068","-0.5","3.7","3.7",".374"
"Sergio Rodríguez","2006 NBA Draft","27","27","PHO","","5","353","15.0","4.9","1.5","3.4",".409",".739","4.3",".039","-2.0","0.1","0.1",".337"
"Maurice Ager","2006 NBA Draft","28","28","DAL","Michigan State","4","82","6.2","2.1","0.6","0.2",".339",".566","-0.9","-.089","-9.4","-0.9","-0.9",".250"
"Mardy Collins","2006 NBA Draft","29","29","NYK","Temple","4","189","14.7","3.9","1.8","1.7",".380",".599","-1.6","-.027","-4.4","-1.7","-1.7",".299"
"Joel Freeland","2006 NBA Draft","30","30","POR","","3","151","12.1","3.2","3.4","0.4",".459",".728","3.2",".084","-3.3","-0.6","-0.6",".000"
"James White","2006 NBA Draft","31","31","POR","Cincinnati","3","67","8.7","2.7","1.0","0.5",".438",".676","0.8",".062","-3.2","-0.2","-0.2",".340"
"Steve Novak","2006 NBA Draft","32","32","HOU","Marquette","11","467","12.1","4.7","1.3","0.3",".437",".877","14.5",".123","0.8","4.0","4.0",".430"
"Solomon Jones","2006 NBA Draft","33","33","ATL","South Florida","8","281","11.0","3.0","2.3","0.4",".467",".717","5.0",".078","-4.0","-1.6","-1.6",".111"
"Paul Davis","2006 NBA Draft","34","34","LAC","Michigan State","4","82","8.6","2.6","1.9","0.4",".402",".732","0.5",".035","-4.2","-0.4","-0.4",".000"
"P.J. Tucker","2006 NBA Draft","35","35","TOR","Texas","9","654","29.3","7.3","5.8","1.4",".421",".748","34.1",".085","-0.6","6.6","6.6",".361"
"Craig Smith","2006 NBA Draft","36","36","MIN","Boston College","6","403","16.9","7.6","3.9","0.8",".553",".661","16.0",".113","-1.2","1.4","1.4",".037"
"Bobby Jones","2006 NBA Draft","37","37","MIN","Washington","2","91","9.5","3.2","1.6","0.5",".442",".685","1.1",".060","-4.1","-0.5","-0.5",".306"
"Kosta Perović","2006 NBA Draft","38","38","GSW","","1","7","5.4","1.4","1.9","0.1",".300",".667","0.0",".060","-5.9","0.0","0.0",""
"David Noel","2006 NBA Draft","39","39","MIL","UNC","1","68","11.6","2.7","1.8","1.0",".367",".860","0.4",".024","-3.1","-0.2","-0.2",".321"
"Denham Brown","2006 NBA Draft","40","40","SEA","UConn","","","","","","","","","","","","","",""
"James Augustine","2006 NBA Draft","41","41","ORL","Illinois","2","27","5.8","1.6","1.2","0.1",".514",".500","0.3",".101","-2.7","0.0","0.0",""
"Daniel Gibson","2006 NBA Draft","42","42","CLE","Texas","7","397","23.5","7.8","2.0","2.0",".402",".780","16.0",".082","-1.0","2.4","2.4",".407"
"Marcus Vinicius","2006 NBA Draft","43","43","NOK","","2","26","6.6","1.9","0.7","0.3",".457",".556","0.2",".056","-3.0","0.0","0.0",".421"
"Lior Eliyahu","2006 NBA Draft","44","44","ORL","","","","","","","","","","","","","","",""
"Alexander Johnson","2006 NBA Draft","45","45","IND","Florida State","2","102","12.8","4.3","2.7","0.3",".517",".672","1.5",".056","-4.6","-0.9","-0.9",""
"Dee Brown","2006 NBA Draft","46","46","UTA","Illinois","2","68","10.5","2.1","1.0","1.8",".340",".643","0.1",".008","-3.0","-0.2","-0.2",".250"
"Paul Millsap","2006 NBA Draft","47","47","UTA","Louisiana Tech","14","996","29.1","14.0","7.3","2.3",".490",".737","91.7",".152","2.0","29.1","29.1",".343"
"Vladimir Veremeenko","2006 NBA Draft","48","48","WAS","","","","","","","","","","","","","","",""
"Leon Powe","2006 NBA Draft","49","49","DEN","California","5","239","13.9","6.2","3.8","0.3",".515",".682","12.0",".174","-1.6","0.3","0.3",".000"
"Ryan Hollins","2006 NBA Draft","50","50","CHA","UCLA","10","518","11.8","3.7","2.2","0.3",".584",".649","10.4",".081","-4.1","-3.2","-3.2",".000"
"Cheikh Samb","2006 NBA Draft","51","51","LAL","","2","22","5.2","1.0","1.4","0.0",".250",".444","-0.1","-.056","-9.1","-0.2","-0.2",".000"
"Guillermo Díaz","2006 NBA Draft","52","52","LAC","Miami (FL)","1","6","3.0","0.8","0.3","0.2",".250",".600","0.0",".033","-2.9","0.0","0.0",".000"
"Yotam Halperin","2006 NBA Draft","53","53","SEA","","","","","","","","","","","","","","",""
"Hassan Adams","2006 NBA Draft","54","54","NJN","Arizona","2","73","7.5","2.5","1.2","0.2",".534",".643","0.8",".072","-2.3","0.0","0.0",".000"
"Ejike Ugboaja","2006 NBA Draft","55","55","CLE","","","","","","","","","","","","","","",""
"Edin Bavčić","2006 NBA Draft","56","56","TOR","","","","","","","","","","","","","","",""
"Loukas Mavrokefalidis","2006 NBA Draft","57","57","MIN","","","","","","","","","","","","","","",""
"J.R. Pinnock","2006 NBA Draft","58","58","DAL","George Washington","","","","","","","","","","","","","",""
"Damir Markota","2006 NBA Draft","59","59","SAS","","1","30","5.7","1.7","1.0","0.2",".365",".636","-0.2","-.070","-8.5","-0.3","-0.3",".375"
"Will Blalock","2006 NBA Draft","60","60","DET","Iowa State","1","14","11.9","1.8","1.1","1.2",".300","1.000","-0.1","-.032","-5.8","-0.2","-0.2",".200"
"Greg Oden","2007 NBA Draft","1","1","POR","Ohio State","3","105","19.3","8.0","6.2","0.5",".574",".658","7.3",".174","-0.4","0.8","0.8",""
"Kevin Durant","2007 NBA Draft","2","2","SEA","Texas","12","849","36.9","27.0","7.1","4.1",".493",".883","141.7",".217","6.7","69.0","69.0",".381"
"Al Horford","2007 NBA Draft","3","3","ATL","Florida","13","853","32.6","13.9","8.3","3.3",".520",".754","91.1",".157","2.8","33.7","33.7",".364"
"Mike Conley","2007 NBA Draft","4","4","MEM","Ohio State","13","835","32.4","14.9","3.0","5.6",".439",".819","73.9",".131","2.3","29.5","29.5",".375"
"Jeff Green","2007 NBA Draft","5","5","BOS","Georgetown","12","908","29.5","13.0","4.4","1.6",".442",".805","42.3",".076","-1.3","4.5","4.5",".334"
"Yi Jianlian","2007 NBA Draft","6","6","MIL","","5","272","22.2","7.9","4.9","0.7",".404",".780","3.1",".025","-4.3","-3.5","-3.5",".333"
"Corey Brewer","2007 NBA Draft","7","7","MIN","Florida","13","819","22.9","8.7","2.8","1.5",".425",".713","22.5",".058","-1.6","2.0","2.0",".284"
"Brandan Wright","2007 NBA Draft","8","8","CHA","UNC","10","428","16.2","7.0","3.6","0.5",".607",".674","26.2",".181","2.3","7.5","7.5",".000"
"Joakim Noah","2007 NBA Draft","9","9","CHI","Florida","13","672","27.7","8.8","9.0","2.8",".491",".700","61.9",".159","2.5","20.9","20.9",".000"
"Spencer Hawes","2007 NBA Draft","10","10","SAC","Washington","10","684","22.7","8.7","5.7","1.9",".457",".716","22.6",".070","-1.1","3.4","3.4",".350"
"Acie Law","2007 NBA Draft","11","11","ATL","Texas A&M","4","188","12.7","3.9","1.0","1.6",".413",".778","1.6",".032","-3.9","-1.1","-1.1",".235"
"Thaddeus Young","2007 NBA Draft","12","12","PHI","Georgia Tech","13","965","30.3","13.2","5.9","1.7",".498",".670","61.6",".101","0.3","16.9","16.9",".333"
"Julian Wright","2007 NBA Draft","13","13","NOK","Kansas","4","231","13.2","3.9","2.3","0.8",".499",".584","3.9",".061","-0.5","1.2","1.2",".262"
"Al Thornton","2007 NBA Draft","14","14","LAC","Florida State","4","296","28.0","11.9","4.2","1.2",".452",".747","6.1",".035","-3.5","-3.2","-3.2",".293"
"Rodney Stuckey","2007 NBA Draft","15","15","DET","Eastern Washington","10","651","27.5","12.6","2.9","3.6",".423",".824","28.7",".077","-0.9","4.9","4.9",".300"
"Nick Young","2007 NBA Draft","16","16","WAS","USC","12","720","22.8","11.4","2.0","1.0",".418",".836","18.6",".054","-2.2","-0.8","-0.8",".376"
"Sean Williams","2007 NBA Draft","17","17","NJN","Boston College","4","137","14.4","4.2","3.4","0.3",".511",".624","3.0",".073","-3.1","-0.6","-0.6",".000"
"Marco Belinelli","2007 NBA Draft","18","18","GSW","","13","860","22.7","9.7","2.1","1.7",".424",".846","30.5",".075","-1.3","3.3","3.3",".376"
"Javaris Crittenton","2007 NBA Draft","19","19","LAL","Georgia Tech","2","113","16.4","5.3","2.4","1.8",".442",".638","0.1",".002","-4.2","-1.0","-1.0",".231"
"Jason Smith","2007 NBA Draft","20","20","MIA","Colorado State","11","616","16.3","6.1","3.4","0.7",".468",".783","14.1",".067","-2.9","-2.4","-2.4",".333"
"Daequan Cook","2007 NBA Draft","21","21","PHI","Ohio State","6","328","18.3","6.4","2.1","0.7",".369",".813","4.9",".039","-2.7","-1.1","-1.1",".359"
"Jared Dudley","2007 NBA Draft","22","22","CHA","Boston College","13","892","22.5","7.4","3.2","1.6",".464",".732","42.9",".103","0.2","11.1","11.1",".393"
"Wilson Chandler","2007 NBA Draft","23","23","NYK","DePaul","12","676","30.0","12.5","5.3","1.8",".443",".770","29.0",".069","-1.3","3.5","3.5",".341"
"Rudy Fernández","2007 NBA Draft","24","24","PHO","","4","249","24.0","9.1","2.4","2.2",".399",".840","14.2",".114","1.7","5.6","5.6",".360"
"Morris Almond","2007 NBA Draft","25","25","UTA","Rice University","3","38","9.5","3.1","1.2","0.3",".381",".743","0.0",".005","-6.1","-0.4","-0.4",".292"
"Aaron Brooks","2007 NBA Draft","26","26","HOU","Oregon","10","645","20.8","9.7","1.7","3.0",".413",".837","19.2",".069","-1.2","2.7","2.7",".370"
"Arron Afflalo","2007 NBA Draft","27","27","DET","UCLA","11","762","27.3","10.8","2.9","1.8",".450",".825","33.5",".077","-1.5","2.4","2.4",".386"
"Tiago Splitter","2007 NBA Draft","28","28","SAS","","7","355","19.2","7.9","5.0","1.2",".555",".697","25.3",".178","1.1","5.4","5.4",".143"
"Alando Tucker","2007 NBA Draft","29","29","PHO","Wisconsin","3","51","8.4","4.1","1.0","0.3",".423",".783","0.4",".045","-4.5","-0.3","-0.3",".294"
"Petteri Koponen","2007 NBA Draft","30","30","PHI","","","","","","","","","","","","","","",""
"Carl Landry","2007 NBA Draft","31","31","SEA","Purdue","9","513","22.5","10.8","4.9","0.7",".535",".785","35.9",".149","-0.3","5.0","5.0",".300"
"Gabe Pruitt","2007 NBA Draft","32","32","BOS","USC","2","62","7.4","2.0","0.8","0.8",".321",".783","0.4",".043","-2.8","-0.1","-0.1",".283"
"Marcus Williams","2007 NBA Draft","33","33","SAS","Arizona","2","13","3.0","1.1","0.9","0.2",".318","","-0.1","-.084","-5.4","0.0","0.0",""
"Nick Fazekas","2007 NBA Draft","34","34","DAL","Nevada","1","26","10.3","4.1","3.4","0.4",".561",".682","0.8",".148","0.5","0.2","0.2",".000"
"Glen Davis","2007 NBA Draft","35","35","SEA","LSU","8","514","21.1","8.0","4.4","0.9",".447",".700","18.6",".082","-2.6","-1.7","-1.7",".182"
"Jermareo Davidson","2007 NBA Draft","36","36","GSW","Alabama","2","52","8.3","3.1","1.8","0.3",".425",".578","0.0",".000","-5.2","-0.3","-0.3",""
"Josh McRoberts","2007 NBA Draft","37","37","POR","Duke","11","433","19.1","5.4","3.9","2.1",".463",".705","18.5",".107","0.3","4.7","4.7",".340"
"Kyrylo Fesenko","2007 NBA Draft","38","38","PHI","","5","135","8.2","2.3","2.0","0.3",".496",".410","0.9",".038","-5.7","-1.1","-1.1",".000"
"Stanko Barać","2007 NBA Draft","39","39","MIA","","","","","","","","","","","","","","",""
"Sun Yue","2007 NBA Draft","40","40","LAL","","1","10","2.8","0.6","0.0","0.2",".273","","-0.1","-.226","-19.4","-0.1","-0.1",".000"
"Chris Richard","2007 NBA Draft","41","41","MIN","Florida","2","70","11.1","1.9","2.8","0.4",".483",".605","0.7",".045","-5.7","-0.7","-0.7",""
"Derrick Byars","2007 NBA Draft","42","42","POR","Vanderbilt","1","2","18.5","5.0","5.5","0.5",".273","1.000","0.1",".147","-4.7","0.0","0.0",".000"
"Adam Haluska","2007 NBA Draft","43","43","NOK","Iowa","","","","","","","","","","","","","",""
"Reyshawn Terry","2007 NBA Draft","44","44","ORL","UNC","","","","","","","","","","","","","",""
"Jared Jordan","2007 NBA Draft","45","45","LAC","Marist College","","","","","","","","","","","","","",""
"Stéphane Lasme","2007 NBA Draft","46","46","GSW","UMass","1","16","18.9","5.2","3.3","0.2",".451",".594","0.3",".041","-4.4","-0.2","-0.2",""
"Dominic McGuire","2007 NBA Draft","47","47","WAS","Fresno State","6","342","15.6","2.7","3.4","1.2",".419",".658","4.1",".037","-2.1","-0.1","-0.1",".188"
"Marc Gasol","2007 NBA Draft","48","48","LAL","","12","839","33.0","14.6","7.6","3.4",".481",".777","82.5",".143","3.1","35.5","35.5",".354"
"Aaron Gray","2007 NBA Draft","49","49","CHI","Pitt","7","318","12.1","3.4","3.7","0.7",".509",".562","6.2",".077","-3.6","-1.5","-1.5",".000"
"Renaldas Seibutis","2007 NBA Draft","50","50","DAL","","","","","","","","","","","","","","",""
"JamesOn Curry","2007 NBA Draft","51","51","CHI","Oklahoma State","1","1","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0",""
"Taurean Green","2007 NBA Draft","52","52","POR","Florida","1","17","4.4","1.6","0.6","0.6",".280",".917","-0.1","-.066","-7.5","-0.1","-0.1",".182"
"Demetris Nichols","2007 NBA Draft","53","53","POR","Syracuse","2","18","3.2","1.2","0.4","0.1",".281",".500","-0.2","-.203","-10.3","-0.1","-0.1",".200"
"Brad Newley","2007 NBA Draft","54","54","HOU","","","","","","","","","","","","","","",""
"Herbert Hill","2007 NBA Draft","55","55","UTA","Providence","","","","","","","","","","","","","",""
"Ramon Sessions","2007 NBA Draft","56","56","MIL","Nevada","11","691","23.3","10.3","2.7","4.1",".434",".791","28.8",".086","-0.7","5.2","5.2",".316"
"Sammy Mejia","2007 NBA Draft","57","57","DET","DePaul","","","","","","","","","","","","","",""
"Georgios Printezis","2007 NBA Draft","58","58","SAS","","","","","","","","","","","","","","",""
"D.J. Strawberry","2007 NBA Draft","59","59","PHO","Maryland","1","33","8.2","2.2","0.8","0.9",".315",".474","-0.2","-.031","-5.6","-0.2","-0.2",".240"
"Milovan Raković","2007 NBA Draft","60","60","DAL","","","","","","","","","","","","","","",""
"Derrick Rose","2008 NBA Draft","1","1","CHI","Memphis","11","596","32.6","18.8","3.4","5.6",".456",".827","39.7",".098","1.3","16.5","16.5",".304"
"Michael Beasley","2008 NBA Draft","2","2","MIA","Kansas State","11","609","22.8","12.4","4.7","1.3",".465",".759","15.6",".054","-1.7","0.9","0.9",".349"
"O.J. Mayo","2008 NBA Draft","3","3","MIN","USC","8","547","30.9","13.8","3.1","2.9",".429",".820","21.8",".062","-0.9","4.7","4.7",".373"
"Russell Westbrook","2008 NBA Draft","4","4","SEA","UCLA","12","878","34.6","23.2","7.1","8.3",".437",".799","101.1",".160","4.8","52.1","52.1",".305"
"Kevin Love","2008 NBA Draft","5","5","MEM","UCLA","12","713","32.0","18.2","11.1","2.4",".442",".828","82.0",".173","3.4","31.0","31.0",".370"
"Danilo Gallinari","2008 NBA Draft","6","6","NYK","","11","611","30.9","16.2","4.9","2.0",".427",".873","56.7",".144","2.0","19.1","19.1",".380"
"Eric Gordon","2008 NBA Draft","7","7","LAC","Indiana","12","665","32.8","16.6","2.5","2.9",".425",".811","34.1",".075","-0.4","8.6","8.6",".370"
"Joe Alexander","2008 NBA Draft","8","8","MIL","West Virginia","2","67","11.1","4.2","1.8","0.7",".410",".698","0.5",".030","-3.6","-0.3","-0.3",".340"
"D.J. Augustin","2008 NBA Draft","9","9","CHA","Texas","12","864","24.1","9.9","1.9","4.0",".412",".865","44.8",".103","-0.5","8.0","8.0",".379"
"Brook Lopez","2008 NBA Draft","10","10","NJN","Stanford","12","785","30.6","16.8","6.4","1.5",".494",".793","65.6",".131","1.4","20.7","20.7",".341"
"Jerryd Bayless","2008 NBA Draft","11","11","IND","Arizona","11","586","21.3","8.4","2.1","2.9",".411",".818","18.6",".072","-1.6","1.1","1.1",".361"
"Jason Thompson","2008 NBA Draft","12","12","SAC","Rider University","8","588","25.2","8.9","6.6","1.1",".496",".657","23.8",".077","-2.6","-2.4","-2.4",".143"
"Brandon Rush","2008 NBA Draft","13","13","POR","Kansas","9","481","22.0","6.8","2.9","1.0",".426",".706","11.2",".051","-1.4","1.6","1.6",".402"
"Anthony Randolph","2008 NBA Draft","14","14","GSW","LSU","6","252","15.2","7.1","4.3","0.7",".453",".740","5.8",".072","-1.6","0.4","0.4",".241"
"Robin Lopez","2008 NBA Draft","15","15","PHO","Stanford","12","832","22.4","8.8","5.1","0.8",".529",".749","44.5",".115","-1.0","4.6","4.6",".295"
"Marreese Speights","2008 NBA Draft","16","16","PHI","Florida","10","705","15.1","7.9","4.1","0.7",".459",".797","25.8",".116","-2.2","-0.6","-0.6",".356"
"Roy Hibbert","2008 NBA Draft","17","17","TOR","Georgetown","9","662","24.8","10.0","6.3","1.3",".465",".755","35.9",".105","-1.1","3.5","3.5",".250"
"JaVale McGee","2008 NBA Draft","18","18","WAS","Nevada","12","701","17.3","7.9","5.1","0.4",".575",".592","36.6",".145","0.2","6.6","6.6",".152"
"J.J. Hickson","2008 NBA Draft","19","19","CLE","NC State","8","534","22.3","9.5","6.8","0.8",".505",".617","21.9",".088","-1.8","0.5","0.5",".000"
"Alexis Ajinça","2008 NBA Draft","20","20","CHA","","7","293","13.3","5.3","3.9","0.5",".503",".797","7.5",".093","-2.8","-0.8","-0.8",".286"
"Ryan Anderson","2008 NBA Draft","21","21","NJN","California","12","649","25.8","12.3","5.3","0.9",".422",".854","46.7",".134","1.0","12.8","12.8",".380"
"Courtney Lee","2008 NBA Draft","22","22","ORL","Western Kentucky","12","811","27.1","9.6","2.6","1.7",".451",".853","39.3",".086","-0.6","7.9","7.9",".388"
"Kosta Koufos","2008 NBA Draft","23","23","UTA","Ohio State","11","686","16.4","5.7","5.0","0.5",".534",".582","28.3",".120","-1.3","2.0","2.0",".000"
"Serge Ibaka","2008 NBA Draft","24","24","SEA","","11","808","28.6","12.6","7.4","0.8",".514",".758","67.8",".141","0.5","14.9","14.9",".360"
"Nicolas Batum","2008 NBA Draft","25","25","HOU","","12","789","31.3","11.6","5.2","3.8",".434",".841","54.7",".106","1.6","22.6","22.6",".357"
"George Hill","2008 NBA Draft","26","26","SAS","IUPUI","12","785","27.7","11.1","3.1","3.2",".457",".803","65.4",".144","1.5","19.0","19.0",".384"
"Darrell Arthur","2008 NBA Draft","27","27","NOH","Kansas","9","503","17.8","6.5","3.5","0.8",".444",".765","12.3",".066","-2.2","-0.4","-0.4",".352"
"Donté Greene","2008 NBA Draft","28","28","MEM","Syracuse","4","253","16.8","6.1","2.4","0.7",".406",".701","1.5",".017","-2.8","-0.9","-0.9",".304"
"D.J. White","2008 NBA Draft","29","29","DET","Indiana","6","138","15.3","5.9","3.2","0.6",".507",".720","3.8",".087","-2.1","0.0","0.0",".333"
"J.R. Giddens","2008 NBA Draft","30","30","BOS","New Mexico","2","38","6.5","1.9","1.4","0.3",".476",".565","0.1",".027","-4.3","-0.1","-0.1",".000"
"Nikola Peković","2008 NBA Draft","31","31","MIN","","6","271","24.9","12.6","6.7","0.7",".518",".760","18.8",".134","-0.7","2.2","2.2",""
"Walter Sharpe","2008 NBA Draft","32","32","SEA","University of Alabama at Birmingham","1","8","2.5","1.0","0.4","0.0",".364",".000","-0.1","-.131","-10.1","0.0","0.0",".000"
"Joey Dorsey","2008 NBA Draft","33","33","POR","Memphis","4","130","11.4","2.6","3.9","0.4",".534",".375","2.9",".092","-2.7","-0.3","-0.3",".000"
"Mario Chalmers","2008 NBA Draft","34","34","MIN","Kansas","9","646","26.7","8.9","2.5","3.7",".417",".793","32.3",".090","-0.6","5.9","5.9",".351"
"DeAndre Jordan","2008 NBA Draft","35","35","LAC","Texas A&M","12","875","27.8","9.5","10.8","0.9",".669",".474","88.6",".175","1.4","20.9","20.9",".091"
"Ömer Aşık","2008 NBA Draft","36","36","POR","","8","471","19.6","5.3","7.1","0.6",".528",".551","20.9",".109","-1.9","0.1","0.1",".000"
"Luc Mbah a Moute","2008 NBA Draft","37","37","MIL","UCLA","12","689","23.3","6.4","4.1","0.9",".454",".659","26.0",".078","-1.5","2.0","2.0",".334"
"Kyle Weaver","2008 NBA Draft","38","38","CHA","Washington State","3","73","18.9","5.0","2.2","1.6",".441",".736","1.5",".051","-1.1","0.3","0.3",".353"
"Sonny Weems","2008 NBA Draft","39","39","CHI","Arkansas","4","183","18.2","6.5","2.2","1.4",".465",".702","0.0",".001","-4.2","-1.8","-1.8",".283"
"Chris Douglas-Roberts","2008 NBA Draft","40","40","NJN","Memphis","6","222","19.7","7.1","2.1","1.1",".439",".831","5.4",".059","-2.2","-0.2","-0.2",".329"
"Nathan Jawai","2008 NBA Draft","41","41","IND","","2","45","9.6","2.8","2.4","0.5",".435",".684","0.2",".020","-4.4","-0.3","-0.3",".000"
