"player_name","player_year","player_Rk","player_Pk","player_Tm","player_College","player_Yrs","player_G","player_MP","player_PTS","player_TRB","player_AST","player_FG","player_FT","player_WS","player_WS48","player_BPM","player_selection6","player_VORP","player_P3"
"Roosevelt Bouie","1980 NBA Draft","34","34","DAL","Syracuse","","","","","","","","","","","","","",""
"Rick Mahorn","1980 NBA Draft","35","35","WSB","Hampton","18","1117","23.1","6.9","6.2","1.0",".493",".704","51.7",".096","-1.3","4.5","4.5",".132"
"DeWayne Scales","1980 NBA Draft","36","36","NYK","LSU","3","49","10.6","4.6","2.9","0.2",".417",".628","0.2",".017","-5.5","-0.5","-0.5",".167"
"Butch Carter","1980 NBA Draft","37","37","LAL","Indiana","6","361","18.9","8.7","1.5","1.9",".475",".788","8.5",".060","-2.0","0.1","0.1",".307"
"Terry Stotts","1980 NBA Draft","38","38","HOU","Oklahoma","","","","","","","","","","","","","",""
"Michael Wiley","1980 NBA Draft","39","39","SAS","Cal State Long Beach","2","94","13.7","7.4","2.6","0.7",".561",".709","2.9",".107","-0.2","0.6","0.6",".000"
"Dick Miller","1980 NBA Draft","40","40","IND","Toledo","1","8","6.6","1.0","0.9","0.6",".444","","-0.1","-.102","-4.3","-0.1","-0.1",".000"
"Jawann Oldham","1980 NBA Draft","41","41","DEN","Seattle University","10","329","15.9","4.4","4.1","0.5",".479",".607","4.3",".039","-2.4","-0.6","-0.6",".000"
"Kimberly Belton","1980 NBA Draft","42","42","PHO","Stanford","","","","","","","","","","","","","",""
"Billy Williams","1980 NBA Draft","43","43","HOU","Clemson","","","","","","","","","","","","","",""
"Clyde Austin","1980 NBA Draft","44","44","PHI","NC State","","","","","","","","","","","","","",""
"Brad Branson","1980 NBA Draft","45","45","DET","SMU","2","72","11.9","5.4","2.9","0.7",".422",".725","0.9",".053","-2.1","0.0","0.0",".000"
"Arnette Hallman","1980 NBA Draft","46","46","BOS","Purdue","","","","","","","","","","","","","",""
"Kurt Nimphius","1980 NBA Draft","47","47","DEN","Arizona State","8","564","20.3","6.4","4.4","1.2",".487",".668","17.5",".074","-1.6","1.3","1.3",".100"
"Eddie Lee","1980 NBA Draft","48","48","DEN","Cincinnati","","","","","","","","","","","","","",""
"John Virgil","1980 NBA Draft","49","49","GSW","UNC","","","","","","","","","","","","","",""
"James Wilkes","1980 NBA Draft","50","50","CHI","UCLA","3","114","13.4","4.8","2.4","0.9",".463",".723","2.0",".063","-2.0","0.0","0.0",".000"
"Ronnie Valentine","1980 NBA Draft","51","51","DEN","Old Dominion","1","24","5.1","3.5","1.3","0.3",".378",".474","-0.3","-.128","-7.2","-0.2","-0.2",".500"
"Lowes Moore","1980 NBA Draft","52","52","NJN","West Virginia","3","112","18.9","6.7","2.0","2.8",".442",".750","1.5",".035","-2.7","-0.3","-0.3",".200"
"Stuart House","1980 NBA Draft","53","53","CLE","Washington State","","","","","","","","","","","","","",""
"Ron Perry","1980 NBA Draft","54","54","BOS","Holy Cross","","","","","","","","","","","","","",""
"Wayne Abrams","1980 NBA Draft","55","55","CLE","Southern Illinois","","","","","","","","","","","","","",""
"Mike Harper","1980 NBA Draft","56","56","POR","North Park University","2","123","15.4","5.0","3.5","0.6",".474",".559","2.4",".062","-2.4","-0.2","-0.2",".000"
"Dave Britton","1980 NBA Draft","57","57","DAL","Texas A&M","1","2","4.5","2.0","1.0","1.5",".667","","0.0",".093","-4.0","0.0","0.0",""
"Kurt Rambis","1980 NBA Draft","58","58","NYK","Santa Clara","14","880","18.5","5.2","5.6","1.1",".534",".689","38.3",".113","0.0","8.1","8.1",".000"
"John Campbell","1980 NBA Draft","59","59","PHO","Clemson","","","","","","","","","","","","","",""
"Lavon Mercer","1980 NBA Draft","60","60","SAS","Georgia","","","","","","","","","","","","","",""
"Rich Yonakor","1980 NBA Draft","61","61","SAS","UNC","1","10","7.0","3.3","2.7","0.3",".538",".714","0.3",".201","-1.8","0.1","0.1",""
"Tony Murphy","1980 NBA Draft","62","62","KCK","Southern University and A&M College","","","","","","","","","","","","","",""
"Al Beal","1980 NBA Draft","63","63","MIL","Oklahoma","","","","","","","","","","","","","",""
"Jonathan Moore","1980 NBA Draft","64","64","DET","Furman University","","","","","","","","","","","","","",""
"Doug TRUE","1980 NBA Draft","65","65","PHO","California","","","","","","","","","","","","","",""
"Carl Bailey","1980 NBA Draft","66","66","SEA","Tuskegee University","1","1","7.0","2.0","0.0","0.0","1.000","","0.0","-.268","-5.1","0.0","0.0",""
"Reggie Gaines","1980 NBA Draft","67","67","PHI","Winston-Salem State","","","","","","","","","","","","","",""
"Ron Jones","1980 NBA Draft","68","68","CLE","Illinois State","","","","","","","","","","","","","",""
"Donald Newman","1980 NBA Draft","69","69","BOS","Idaho","","","","","","","","","","","","","",""
"Darwin Cook","1980 NBA Draft","70","70","DET","University of Portland","8","612","23.1","9.5","2.1","3.7",".453",".764","22.9",".078","0.6","9.4","9.4",".196"
"Robert Scott","1980 NBA Draft","71","71","GSW","Alabama","","","","","","","","","","","","","",""
"Alan Taylor","1980 NBA Draft","72","72","UTA","BYU","","","","","","","","","","","","","",""
"Sammie Ellis","1980 NBA Draft","73","73","DEN","Pitt","","","","","","","","","","","","","",""
"Ron Charles","1980 NBA Draft","74","74","CHI","Michigan State","","","","","","","","","","","","","",""
"Rory Sparrow","1980 NBA Draft","75","75","NJN","Villanova","12","836","27.0","9.0","2.1","5.0",".466",".797","28.3",".060","-1.5","3.0","3.0",".260"
"Ed Odom","1980 NBA Draft","76","76","SDC","Oklahoma State","","","","","","","","","","","","","",""
"Murray Brown","1980 NBA Draft","77","77","CLE","Florida State","","","","","","","","","","","","","",""
"Rich Branning","1980 NBA Draft","78","78","IND","Notre Dame","","","","","","","","","","","","","",""
"Kelvin Henderson","1980 NBA Draft","79","79","POR","Saint Louis","","","","","","","","","","","","","",""
"David Johnson","1980 NBA Draft","80","80","DAL","Weber State","","","","","","","","","","","","","",""
"Francois Wise","1980 NBA Draft","81","81","WSB","Cal State Long Beach","","","","","","","","","","","","","",""
"Joseph Chmelich","1980 NBA Draft","82","82","NYK","Wisconsin","","","","","","","","","","","","","",""
"Calvin Roberts","1980 NBA Draft","83","83","SAS","Cal State Fullerton","","","","","","","","","","","","","",""
"Dean Hunger","1980 NBA Draft","84","84","HOU","Utah State University","","","","","","","","","","","","","",""
"Billy Bryant","1980 NBA Draft","85","85","PHI","Western Kentucky","","","","","","","","","","","","","",""
"Jeff Wolf","1980 NBA Draft","86","86","MIL","UNC","","","","","","","","","","","","","",""
"Tony Jackson","1980 NBA Draft","87","87","LAL","Florida State","1","2","7.0","1.0","1.0","1.0",".333","","0.0",".124","-3.6","0.0","0.0",""
"Leroy Stampley","1980 NBA Draft","88","88","PHO","Loyola Chicago","","","","","","","","","","","","","",""
"Gary Ray Hooker","1980 NBA Draft","89","89","SEA","Murray State","","","","","","","","","","","","","",""
"Harold Hubbard","1980 NBA Draft","90","90","PHI","Savannah State University","","","","","","","","","","","","","",""
"Ron Baxter","1980 NBA Draft","91","91","LAL","Texas","","","","","","","","","","","","","",""
"Kevin Hamilton","1980 NBA Draft","92","92","BOS","Iona College","","","","","","","","","","","","","",""
"Tony Fuller","1980 NBA Draft","93","93","DET","Pepperdine","1","15","16.5","4.0","2.8","1.9",".364",".750","-0.1","-.021","-4.0","-0.2","-0.2",".000"
"Wally West","1980 NBA Draft","94","94","UTA","Boston University","","","","","","","","","","","","","",""
"Don Carlino","1980 NBA Draft","95","95","GSW","USC","","","","","","","","","","","","","",""
"Mike Campbell","1980 NBA Draft","96","96","CHI","Northwestern","","","","","","","","","","","","","",""
"James Patrick","1980 NBA Draft","97","97","DEN","Texas State University","","","","","","","","","","","","","",""
"Aaron Curry","1980 NBA Draft","98","98","NJN","Oklahoma","","","","","","","","","","","","","",""
"Wally Rank","1980 NBA Draft","99","99","SDC","San Jose State","1","25","6.1","2.2","1.2","0.7",".368",".464","-0.4","-.140","-7.5","-0.3","-0.3",""
"Joe Galvin","1980 NBA Draft","100","100","IND","Illinois State","","","","","","","","","","","","","",""
"LaVon Williams","1980 NBA Draft","101","101","CLE","Kentucky","","","","","","","","","","","","","",""
"Larry Belin","1980 NBA Draft","102","102","POR","New Mexico","","","","","","","","","","","","","",""
"Darrell Allums","1980 NBA Draft","103","103","DAL","UCLA","1","22","12.5","2.7","3.0","1.1",".343",".591","-0.3","-.054","-5.6","-0.3","-0.3",".000"
"William Carey","1980 NBA Draft","104","104","NYK","Albright College","","","","","","","","","","","","","",""
"Daryl Strickland","1980 NBA Draft","105","105","WSB","Rutgers University","","","","","","","","","","","","","",""
"Albert Jones","1980 NBA Draft","106","106","HOU","New Mexico","","","","","","","","","","","","","",""
"Gib Hinz","1980 NBA Draft","107","107","SAS","University of Wisconsin-Eau Claire","","","","","","","","","","","","","",""
"Kevin Blakley","1980 NBA Draft","108","108","KCK","Eastern Michigan","","","","","","","","","","","","","",""
"Ken Jones","1980 NBA Draft","109","109","MIL","Virginia Commonwealth","","","","","","","","","","","","","",""
"Mike Doyle","1980 NBA Draft","110","110","ATL","South Carolina","","","","","","","","","","","","","",""
"Mark Stevens","1980 NBA Draft","111","111","PHO","Northern Arizona University","","","","","","","","","","","","","",""
"Lenny Horton","1980 NBA Draft","112","112","SEA","Georgia Tech","","","","","","","","","","","","","",""
"Jim Swaney","1980 NBA Draft","113","113","PHI","Toledo","","","","","","","","","","","","","",""
"Rick Raivio","1980 NBA Draft","114","114","LAL","University of Portland","","","","","","","","","","","","","",""
"Rufus Harris","1980 NBA Draft","115","115","BOS","University of Maine","","","","","","","","","","","","","",""
"Tony Turner","1980 NBA Draft","116","116","DET","University of Alaska Anchorage","","","","","","","","","","","","","",""
"Neil Bresnahan","1980 NBA Draft","117","117","GSW","Illinois","","","","","","","","","","","","","",""
"Ken Cunningham","1980 NBA Draft","118","118","UTA","Western Michigan","","","","","","","","","","","","","",""
"Ernie Hill","1980 NBA Draft","119","119","DEN","Oklahoma City University","","","","","","","","","","","","","",""
"Bernard Rencher","1980 NBA Draft","120","120","CHI","St. John's","","","","","","","","","","","","","",""
"Rick Mattick","1980 NBA Draft","121","121","NJN","LSU","","","","","","","","","","","","","",""
"Londale Theus","1980 NBA Draft","122","122","SDC","Santa Clara","","","","","","","","","","","","","",""
"Antonio Martin","1980 NBA Draft","123","123","CLE","Oral Roberts","","","","","","","","","","","","","",""
"Randy Owens","1980 NBA Draft","124","124","IND","Philadelphia University","","","","","","","","","","","","","",""
"Perry Mirkovich","1980 NBA Draft","125","125","POR","University of Lethbridge","","","","","","","","","","","","","",""
"Leroy Jackson","1980 NBA Draft","126","126","DAL","Cameron University","","","","","","","","","","","","","",""
"Ken Dancy","1980 NBA Draft","127","127","WSB","Chicago State","","","","","","","","","","","","","",""
"Kelvin Hicks","1980 NBA Draft","128","128","NYK","New York Institute of Technology","","","","","","","","","","","","","",""
"Dean Uthoff","1980 NBA Draft","129","129","SAS","Iowa State","","","","","","","","","","","","","",""
"Everette Jefferson","1980 NBA Draft","130","130","HOU","New Mexico","","","","","","","","","","","","","",""
"Trent Grooms","1980 NBA Draft","131","131","KCK","Kent State University","","","","","","","","","","","","","",""
"Alex Gilbert","1980 NBA Draft","132","132","MIL","Indiana State University","","","","","","","","","","","","","",""
"Mike Zagardo","1980 NBA Draft","133","133","ATL","George Washington","","","","","","","","","","","","","",""
"Coby Leavitt","1980 NBA Draft","134","134","PHO","Utah","","","","","","","","","","","","","",""
"Jim Strickland","1980 NBA Draft","135","135","SEA","South Carolina","","","","","","","","","","","","","",""
"Donald Cooper","1980 NBA Draft","136","136","PHI","Saint Augustine's College","","","","","","","","","","","","","",""
"Odis Boddie","1980 NBA Draft","137","137","LAL","University of North Alabama","","","","","","","","","","","","","",""
"Kenny Evans","1980 NBA Draft","138","138","BOS","Norfolk State","","","","","","","","","","","","","",""
"Carl Pierce","1980 NBA Draft","139","139","DET","Gonzaga","","","","","","","","","","","","","",""
"Dave Colescott","1980 NBA Draft","140","140","UTA","UNC","","","","","","","","","","","","","",""
"Lorenzo Romar","1980 NBA Draft","141","141","GSW","Washington","5","291","17.8","5.9","1.3","3.5",".464",".749","8.0",".074","-0.6","1.8","1.8",".211"
"Robert Byrd","1980 NBA Draft","142","142","CHI","Marquette","","","","","","","","","","","","","",""
"Tommy Springer","1980 NBA Draft","143","143","DEN","Vanderbilt","","","","","","","","","","","","","",""
"Larry Spicer","1980 NBA Draft","144","144","NJN","University of Alabama at Birmingham","","","","","","","","","","","","","",""
"Paul Anderson","1980 NBA Draft","145","145","SDC","USC","","","","","","","","","","","","","",""
